system:index,CoordString,LATITUDE,LONGITUDE,PLOTID,batch,changeLC,endLC,startLC,.geo
450,"60.05579, 10.28939",60.05579,10.28939,id_16979499,Hole_change_dw_2016_2022,3,4,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.2893897861956,60.05579475831964]}"
341,"60.02581, 10.26095",60.02581,10.26095,id_17130881,Hole_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.260945566109479,60.02580547658389]}"
61,"59.98727, 10.29891",59.98727,10.29891,id_17235932,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.298911455649367,59.9872710106637]}"
466,"60.11258, 10.23961",60.11258,10.23961,id_17338052,Hole_change_dw_2016_2022,3,2,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.23961318591113,60.11257665298642]}"
224,"60.02367, 10.23036",60.02367,10.23036,id_17341615,Hole_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.23036063985804,60.02366911119303]}"
303,"60.05739, 10.37226",60.05739,10.37226,id_17369591,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.372256012942845,60.05738542762447]}"
423,"59.97583, 10.32964",59.97583,10.32964,id_1742730,Hole_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.329639904492923,59.97582933487473]}"
317,"60.08237, 10.26167",60.08237,10.26167,id_17544655,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.261667145979523,60.08237435195689]}"
463,"60.06788, 10.16733",60.06788,10.16733,id_17648577,Hole_change_dw_2016_2022,3,6,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.167325201064118,60.06788444344564]}"
59,"60.01152, 10.29843",60.01152,10.29843,id_1767866,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.298427669482678,60.01152289054933]}"
112,"60.03125, 10.31069",60.03125,10.31069,id_1778702,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.310688106018524,60.03124851953828]}"
20,"60.06383, 10.20904",60.06383,10.20904,id_17883099,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.209040041205927,60.06382781589674]}"
150,"60.00346, 10.35065",60.00346,10.35065,id_18516747,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.350653904961412,60.003455620086115]}"
211,"60.04823, 10.44801",60.04823,10.44801,id_18991900,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.448014283394372,60.0482254915757]}"
286,"60.10275, 10.2441",60.10275,10.2441,id_19051763,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.24410009860501,60.10274616479737]}"
85,"60.06831, 10.31306",60.06831,10.31306,id_19096334,Hole_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.313056667431013,60.06831396128298]}"
343,"60.05298, 10.38967",60.05298,10.38967,id_19196660,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.389673709516817,60.05298267523013]}"
266,"60.03017, 10.21732",60.03017,10.21732,id_19214663,Hole_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.217321632149439,60.03016584504597]}"
387,"60.08803, 10.19375",60.08803,10.19375,id_19217126,Hole_change_dw_2016_2022,2,1,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.193746150417377,60.08803351758661]}"
213,"60.0659, 10.16869",60.0659,10.16869,id_19290580,Hole_change_dw_2016_2022,1,1,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.168692253704636,60.065896747045755]}"
139,"60.00148, 10.25984",60.00148,10.25984,id_19408545,Hole_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.259840219750027,60.00147932685366]}"
126,"60.07836, 10.24929",60.07836,10.24929,id_19412724,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.249292176550487,60.078360885859915]}"
120,"60.0562, 10.3476",60.0562,10.3476,id_19455349,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.347599874343459,60.05620214448332]}"
39,"60.0707, 10.34334",60.0707,10.34334,id_19669002,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.343339736635532,60.07070396056581]}"
214,"60.02782, 10.26676",60.02782,10.26676,id_20102613,Hole_change_dw_2016_2022,1,6,6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.266764727566619,60.02781529535877]}"
373,"60.0846, 10.32755",60.0846,10.32755,id_20110290,Hole_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.327546443599127,60.0846033844124]}"
467,"60.1133, 10.23946",60.1133,10.23946,id_20189142,Hole_change_dw_2016_2022,3,2,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.239460323642327,60.11329649752063]}"
107,"60.07542, 10.30238",60.07542,10.30238,id_20221631,Hole_change_dw_2016_2022,1,8,8,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.30237665755063,60.0754242180465]}"
